 num;                                                              Material;     source;       CAS ID;  MM_gmol;     Tc/K;      Pc/MPa;  Dc/kgm3;  Acentric; k0_cp0_JmolK; k1_cp0_JmolK; epsilon_kB_K; sigma_nm
 260;                                                        2-methylindene;      DWSIM;    2177-47-1; 130.1864;  711.000;    3.460000;  298.593;  0.350814;      0.00000;      0.00000;      0.00000;  0.00000
 261;                                                   2-methylnaphthalene;      DWSIM;      91-57-6; 142.1971;  761.000;    3.540000;  307.786;  0.374000;      0.00000;      0.00000;      0.00000;  0.00000
 262;                                                        2-methylnonane;      DWSIM;     871-83-0; 142.2817;  621.000;    2.050000;  236.742;  0.472342;      0.00000;      0.00000;      0.00000;  0.00000
 263;                                                        2-methyloctane;      DWSIM;    3221-61-2; 128.2551;  587.000;    2.310000;  242.448;  0.423000;      0.00000;      0.00000;      0.00000;  0.00000
 264;                                                      2-methylpropanal;      DWSIM;      78-84-2;  72.1057;  507.000;    4.100000;  274.166;  0.362180;      0.00000;      0.00000;      0.00000;  0.00000
 265;                                                        2-nitropropane;      DWSIM;      79-46-9;  89.0932;  595.000;    4.450000;  309.351;  0.383568;      0.00000;      0.00000;      0.00000;  0.00000
 266;                                                            2-pentanol;      DWSIM;    6032-29-7;  88.1482;  552.000;    3.880000;  269.566;  0.674371;      0.00000;      0.00000;      0.00000;  0.00000
 267;                                                           2-pentanone;      DWSIM;     107-87-9;  86.1323;  561.100;    3.690000;  286.154;  0.346000;      0.00000;      0.00000;      0.00000;  0.00000
 268;                                                3,3,5-trimethylheptane;      DWSIM;    7154-80-5; 142.2817;  609.600;    2.320000;  252.273;  0.383000;      0.00000;      0.00000;      0.00000;  0.00000
 269;                                                    3,3-diethylpentane;      DWSIM;    1067-20-5; 128.2551;  610.050;    2.674980;  271.152;  0.337900;      0.00000;      0.00000;      0.00000;  0.00000
 270;                                               3,3-dimethyl-2-butanone;      DWSIM;      75-97-8; 100.1589;  567.000;    3.470000;  272.171;  0.327309;      0.00000;      0.00000;      0.00000;  0.00000
 271;                                                    3,3-dimethylhexane;      DWSIM;     563-16-6; 114.2285;  562.000;    2.650000;  257.969;  0.320000;      0.00000;      0.00000;      0.00000;  0.00000
 272;                                                   3,3-dimethylpentane;      DWSIM;     562-49-2; 100.2020;  536.300;    2.950000;  241.975;  0.269000;      0.00000;      0.00000;      0.00000;  0.00000
 273;                                                    3,4-dimethylhexane;      DWSIM;     583-48-2; 114.2285;  568.800;    2.690000;  248.972;  0.338000;      0.00000;      0.00000;      0.00000;  0.00000
 274;                                                    3,4-dinitrotoluene;      DWSIM;     610-39-9; 182.1335;  842.000;    3.400000;  373.991;  0.709209;      0.00000;      0.00000;      0.00000;  0.00000
 275;                                                           3,4-xylenol;      DWSIM;      95-65-8; 122.1640;  729.850;    4.964930;  265.574;  0.576317;      0.00000;      0.00000;      0.00000;  0.00000
 276;                                                    3,5-dinitrotoluene;      DWSIM;     618-85-9; 182.1335;  800.000;    2.150000;  373.991;  0.702302;      0.00000;      0.00000;      0.00000;  0.00000
 277;                                                           3,5-xylenol;      DWSIM;     108-68-9; 122.1640;  715.550;    3.600000;  200.269;  0.485210;      0.00000;      0.00000;      0.00000;  0.00000
 278;                                                        3-ethylheptane;      DWSIM;   15869-80-4; 128.2551;  594.300;    2.430000;  246.029;  0.407991;      0.00000;      0.00000;      0.00000;  0.00000
 279;                                                         3-ethylhexane;      DWSIM;     619-99-8; 114.2285;  565.400;    2.610000;  248.053;  0.362000;      0.00000;      0.00000;      0.00000;  0.00000
 280;                                                        3-ethylpentane;      DWSIM;     617-78-7; 100.2020;  540.500;    2.890000;  240.986;  0.311000;      0.00000;      0.00000;      0.00000;  0.00000
 281;                                                           3-heptanone;      DWSIM;     106-35-4; 114.1855;  605.000;    3.010000;  271.224;  0.407565;      0.00000;      0.00000;      0.00000;  0.00000
 282;                                                            3-hexanone;      DWSIM;     589-38-8; 100.1589;  582.800;    3.320000;  264.971;  0.380000;      0.00000;      0.00000;      0.00000;  0.00000
 283;                                                    3-methyl-1-butanol;      DWSIM;     123-51-3;  88.1500;  579.500;    3.850350;  267.933;  0.580000;      0.00000;      0.00000;      0.00000;  0.00000
 284;                                                     3-methyl-1-butene;      DWSIM;     563-45-1;  70.1329;  452.700;    3.550000;  230.019;  0.211000;      0.00000;      0.00000;      0.00000;  0.00000
 285;                                               3-methyl-3-ethylpentane;      DWSIM;    1067-08-9; 114.2285;  576.500;    2.810000;  250.996;  0.305000;      0.00000;      0.00000;      0.00000;  0.00000
 286;                                                       3-methylheptane;      DWSIM;     589-81-1; 114.2285;  563.600;    2.550000;  242.472;  0.371000;      0.00000;      0.00000;      0.00000;  0.00000
 287;                                                        3-methylhexane;      DWSIM;     589-34-4; 100.2020;  535.200;    2.810000;  248.025;  0.323000;      0.00000;      0.00000;      0.00000;  0.00000
 288;                                                        3-methylnonane;      DWSIM;    5911-04-6; 142.2817;  613.700;    2.140000;  240.992;  0.464925;      0.00000;      0.00000;      0.00000;  0.00000
 289;                                                        3-methyloctane;      DWSIM;    2216-33-3; 128.2551;  590.150;    2.340000;  242.448;  0.412346;      0.00000;      0.00000;      0.00000;  0.00000
 290;                                                           3-pentanone;      DWSIM;      96-22-0;  86.1323;  561.500;    3.730000;  256.346;  0.342000;      0.00000;      0.00000;      0.00000;  0.00000
 291;                                                   3-phenyl-1-propanol;      DWSIM;     122-97-4; 136.1910;  694.000;    3.430000;  309.525;  0.803271;      0.00000;      0.00000;      0.00000;  0.00000
 292;                                                      4-ethyl-m-xylene;      DWSIM;     874-41-9; 134.2182;  665.000;    2.850000;  294.338;  0.409000;      0.00000;      0.00000;      0.00000;  0.00000
 293;                                                      4-ethyl-o-xylene;      DWSIM;     934-80-5; 134.2182;  666.000;    2.890000;  296.943;  0.420000;      0.00000;      0.00000;      0.00000;  0.00000
 294;                                                           4-heptanone;      DWSIM;     123-19-3; 114.1855;  595.000;    2.920000;  271.224;  0.471409;      0.00000;      0.00000;      0.00000;  0.00000
 295;                                                4-methyl-cis-2-pentene;      DWSIM;     691-38-3;  84.1595;  499.000;    3.220000;  243.236;  0.244178;      0.00000;      0.00000;      0.00000;  0.00000
 296;                                              4-methyl-trans-2-pentene;      DWSIM;     674-76-0;  84.1595;  501.000;    3.220000;  243.236;  0.255237;      0.00000;      0.00000;      0.00000;  0.00000
 297;                                                       4-methylheptane;      DWSIM;     589-53-7; 114.2285;  561.700;    2.540000;  239.976;  0.371000;      0.00000;      0.00000;      0.00000;  0.00000
 298;                                                        4-methylnonane;      DWSIM;   17301-94-9; 142.2817;  613.700;    2.140000;  240.992;  0.465073;      0.00000;      0.00000;      0.00000;  0.00000
 299;                                                        4-methyloctane;      DWSIM;    2216-34-4; 128.2551;  587.650;    2.340000;  245.230;  0.412925;      0.00000;      0.00000;      0.00000;  0.00000
 300;                                                   5-methyl-2-hexanone;      DWSIM;     110-12-3; 114.1855;  601.000;    2.970000;  271.224;  0.434398;      0.00000;      0.00000;      0.00000;  0.00000
 301;                                                        5-methylnonane;      DWSIM;   15869-85-9; 142.2817;  609.600;    2.140000;  240.992;  0.456177;      0.00000;      0.00000;      0.00000;  0.00000
 302;                                                          Acenaphthene;      DWSIM;      83-32-9; 154.2078;  803.150;    3.100000;  278.857;  0.381147;      0.00000;      0.00000;      0.00000;  0.00000
 303;                                                          Acetaldehyde;      DWSIM;      75-07-0;  44.0526;  466.000;    5.550000;  286.056;  0.290734;      0.00000;      0.00000;      0.00000;  0.00000
 304;                                                           Acetic acid;      DWSIM;      64-19-7;  60.0520;  594.450;    5.790000;  351.181;  0.460000;      0.00000;      0.00000;      0.00000;  0.00000
 305;                                                      Acetic anhydride;      DWSIM;     108-24-7; 102.0886;  569.150;    4.280000;  352.030;  0.809524;      0.00000;      0.00000;      0.00000;  0.00000
 306;                                                          Acetonitrile;      DWSIM;      75-05-8;  41.0519;  545.500;    4.830000;  237.294;  0.337886;      0.00000;      0.00000;      0.00000;  0.00000
 307;                                                       Acetyl chloride;      DWSIM;      75-36-5;  78.4976;  508.000;    5.740000;  400.498;  0.334018;      0.00000;      0.00000;      0.00000;  0.00000
 308;                                                              Acrolein;      DWSIM;     107-02-8;  56.0633;  527.150;    5.066250;  284.585;  0.319832;      0.00000;      0.00000;      0.00000;  0.00000
 309;                                                           Acrylamide ;      DWSIM;      79-06-1;  71.0800;  592.920;    5.536069;  323.091;  0.430000;      0.00000;      0.00000;      0.00000;  0.00000
 310;                                                          Acrylic acid;      DWSIM;      79-10-7;  72.0627;  654.150;    5.664070;  341.996;  0.220736;      0.00000;      0.00000;      0.00000;  0.00000
 311;                                                         Acrylonitrile;      DWSIM;     107-13-1;  53.0626;  535.000;    4.480000;  250.295;  0.349801;      0.00000;      0.00000;      0.00000;  0.00000
 312;                                                           Adipic acid;      DWSIM;     124-04-9; 146.1412;  809.000;    3.530000;  365.353;  1.050650;      0.00000;      0.00000;      0.00000;  0.00000
 313;                                                      Ammonium Bromide;      DWSIM;             ;  97.9400; 2000.000;   30.000000;  176.787;  0.650000;      0.00000;      0.00000;      0.00000;  0.00000
 314;                                                               Aniline;      DWSIM;      62-53-3;  93.1265;  699.000;    5.310000;  340.002;  0.380000;      0.00000;      0.00000;      0.00000;  0.00000
 315;                                                               Anisole;      DWSIM;     100-66-3; 108.1378;  642.150;    4.180000;  320.884;  0.350169;      0.00000;      0.00000;      0.00000;  0.00000
 316;                                                        Arachidic acid;      DWSIM;     506-30-9; 312.5300;  983.720;    1.123812;  264.856;  1.080000;      0.00000;      0.00000;      0.00000;  0.00000
 317;                                                          Behenic acid;      DWSIM;     112-85-6; 340.5800; 1040.030;    0.992002;  264.015;  0.970000;      0.00000;      0.00000;      0.00000;  0.00000
 318;                                                          Benzaldehyde;      DWSIM;     100-52-7; 106.1220;  695.000;    4.650000;  327.537;  0.312737;      0.00000;      0.00000;      0.00000;  0.00000
 319;                                                          Benzoic acid;      DWSIM;      65-85-0; 122.1213;  751.000;    4.470000;  355.004;  0.602794;      0.00000;      0.00000;      0.00000;  0.00000
 320;                                                        Benzothiophene;      DWSIM;      95-15-8; 134.1982;  754.000;    4.140000;  384.522;  0.295465;      0.00000;      0.00000;      0.00000;  0.00000
 321;                                                      Benzoyl peroxide;      DWSIM;      94-36-0; 242.2270;  884.000;    2.570000;  376.714;  0.913587;      0.00000;      0.00000;      0.00000;  0.00000
 322;                                                        Benzyl alcohol;      DWSIM;     100-51-6; 108.1380;  720.150;    4.374000;  283.084;  0.363116;      0.00000;      0.00000;      0.00000;  0.00000
 323;                                                          Beta-myrcene;      DWSIM;     123-35-3; 136.2300;  609.870;    2.421880;  252.278;  0.370000;      0.00000;      0.00000;      0.00000;  0.00000
 324;                                                              Biphenyl;      DWSIM;      92-52-4; 154.2078;  780.000;    3.847270;  313.993;  0.364300;      0.00000;      0.00000;      0.00000;  0.00000
 325;                                                           Bisphenol a;      DWSIM;      80-05-7; 228.2863;  849.000;    2.937170;  337.203;  0.945495;      0.00000;      0.00000;      0.00000;  0.00000
 326;                                                               Bromine;      DWSIM;    7726-95-6; 159.8080;  584.150;   10.300000; 1183.763;  0.128997;      0.00000;      0.00000;      0.00000;  0.00000
 327;                                                          Bromobenzene;      DWSIM;     108-86-1; 157.0079;  670.150;    4.519100;  484.592;  0.250575;      0.00000;      0.00000;      0.00000;  0.00000
 328;                                                               Butanal;      DWSIM;     123-72-8;  72.1057;  521.150;    4.000000;  274.166;  0.277417;      0.00000;      0.00000;      0.00000;  0.00000
 329;                                                     Butyl vinyl ether;      DWSIM;     111-34-2; 100.1589;  540.500;    3.200000;  261.089;  0.358000;      0.00000;      0.00000;      0.00000;  0.00000
 330;                                                           Capric acid;      DWSIM;     334-48-5; 172.2650;  722.100;    2.280000;  269.585;  0.813724;      0.00000;      0.00000;      0.00000;  0.00000
 331;                                                          Caproic acid;      DWSIM;     142-62-1; 116.1580;  660.200;    3.308000;  284.701;  0.733019;      0.00000;      0.00000;      0.00000;  0.00000
 332;                                                         Caprylic acid;      DWSIM;     124-07-2; 144.2110;  694.260;    2.779000;  275.738;  0.773427;      0.00000;      0.00000;      0.00000;  0.00000
 333;                                                      Carbon disulfide;      DWSIM;      75-15-0;  76.1407;  552.000;    7.900000;  475.879;  0.110697;      0.00000;      0.00000;      0.00000;  0.00000
 334;                                                  Carbon tetrachloride;      DWSIM;      56-23-5; 153.8227;  556.300;    4.557000;  557.329;  0.187000;      0.00000;      0.00000;      0.00000;  0.00000
 335;                                                                Carbon;      DWSIM;    7440-44-0;  12.0100; 7020.500;  796.719000;  444.815;  1.000000;      0.00000;      0.00000;      0.00000;  0.00000
 336;                                                         Caryophyllene;      DWSIM;      87-44-5; 204.3500;  802.340;    2.027229;  283.819;  0.440000;      0.00000;      0.00000;      0.00000;  0.00000
 337;                                                          Cerotic acid;      DWSIM;     506-46-7; 396.6900; 1164.980;    0.789485;  260.980;  0.650000;      0.00000;      0.00000;      0.00000;  0.00000
 338;                                                            Chloroform;      DWSIM;      67-66-3; 119.3776;  536.500;    5.500000;  497.407;  0.226000;      0.00000;      0.00000;      0.00000;  0.00000
 339;                                                       Cholecalciferol;      DWSIM;      67-97-0; 384.6400; 1183.900;    1.058949;  291.394;  0.980000;      0.00000;      0.00000;      0.00000;  0.00000
 340;                                                              Chrysene;      DWSIM;     218-01-9; 228.2879;  979.000;    2.390000;  304.790;  0.603008;      0.00000;      0.00000;      0.00000;  0.00000
 341;                                           Cis-1,2-dimethylcyclohexane;      DWSIM;    2207-01-4; 112.2126;  606.150;    2.938430;  243.940;  0.236300;      0.00000;      0.00000;      0.00000;  0.00000
 342;                                          Cis-1,2-dimethylcyclopentane;      DWSIM;    1192-18-3;  98.1861;  565.150;    3.445050;  265.368;  0.269200;      0.00000;      0.00000;      0.00000;  0.00000
 343;                                           Cis-1,3-dimethylcyclohexane;      DWSIM;     638-04-0; 112.2126;  591.150;    2.938430;  249.361;  0.241400;      0.00000;      0.00000;      0.00000;  0.00000
 344;                                          Cis-1,3-dimethylcyclopentane;      DWSIM;    2532-58-3;  98.1861;  551.000;    3.400000;  270.262;  0.276000;      0.00000;      0.00000;      0.00000;  0.00000
 345;                                           Cis-1,4-dimethylcyclohexane;      DWSIM;     624-29-3; 112.2126;  598.150;    2.938430;  243.940;  0.234800;      0.00000;      0.00000;      0.00000;  0.00000
 346;                                                          Cis-2-hexene;      DWSIM;    7688-21-3;  84.1595;  511.400;    3.160000;  243.940;  0.287374;      0.00000;      0.00000;      0.00000;  0.00000
 347;                                                         Cis-2-pentene;      DWSIM;     627-20-3;  70.1329;  475.000;    3.690000;  232.151;  0.253000;      0.00000;      0.00000;      0.00000;  0.00000
 348;                                              Cis-decahydronaphthalene;      DWSIM;     493-01-6; 138.2499;  702.250;    3.242400;  288.021;  0.294204;      0.00000;      0.00000;      0.00000;  0.00000
 349;                                               Citric acid (anhydrous);      DWSIM;      77-92-9; 192.1200; 1058.740;    6.740707;  426.933;  2.700000;      0.00000;      0.00000;      0.00000;  0.00000
 350;                                                     Coniferyl alcohol;      DWSIM;     458-35-5; 180.2000;  869.310;    3.975517;  383.404;  1.210000;      0.00000;      0.00000;      0.00000;  0.00000
 351;                                                  Cumene hydroperoxide;      DWSIM;      80-15-9; 152.1904;  605.000;    3.340000;  328.705;  0.995000;      0.00000;      0.00000;      0.00000;  0.00000
 352;                                                                Cumene;      DWSIM;      98-82-8; 120.1916;  631.000;    3.209000;  276.493;  0.326000;      0.00000;      0.00000;      0.00000;  0.00000
 353;                                                           Cyclobutane;      DWSIM;     287-23-0;  56.1063;  459.930;    4.980000;  267.173;  0.184740;      0.00000;      0.00000;      0.00000;  0.00000
 354;                                                          Cyclohexanol;      DWSIM;     108-93-0; 100.1589;  650.100;    4.260000;  311.053;  0.369047;      0.00000;      0.00000;      0.00000;  0.00000
 355;                                                         Cyclohexanone;      DWSIM;     108-94-1;  98.1430;  653.000;    4.000000;  315.572;  0.299006;      0.00000;      0.00000;      0.00000;  0.00000
 356;                                                           Cyclohexene;      DWSIM;     110-83-8;  82.1436;  560.420;    4.350000;  282.280;  0.212302;      0.00000;      0.00000;      0.00000;  0.00000
 357;                                                                Cyrene;      DWSIM;   53716-82-8; 128.1259;  657.860;    3.566445;  323.248;  0.459600;      0.00000;      0.00000;      0.00000;  0.00000
 358;                                                               Decanal;      DWSIM;     112-31-2; 156.2650;  657.000;    2.150000;  269.422;  0.582008;      0.00000;      0.00000;      0.00000;  0.00000
 359;                                                      Di-n-butyl ether;      DWSIM;     142-96-1; 130.2279;  580.150;    2.380000;  254.849;  0.447646;      0.00000;      0.00000;      0.00000;  0.00000
 360;                                                 Di-n-propyl disulfide;      DWSIM;     629-19-6; 150.3054;  727.150;    3.009350;  290.165;  0.142024;      0.00000;      0.00000;      0.00000;  0.00000
 361;                                                   Di-n-propyl sulfide;      DWSIM;     111-47-7; 118.2404;  608.000;    3.080000;  286.991;  0.374042;      0.00000;      0.00000;      0.00000;  0.00000
 362;                                                    Di-sec-butyl ether;      DWSIM;    6863-58-7; 130.2279;  562.000;    2.556000;  267.408;  0.329000;      0.00000;      0.00000;      0.00000;  0.00000
 363;                                               Di-tert-butyl disulfide;      DWSIM;     110-06-5; 178.3585;  689.700;    3.159000;  344.321;  0.402005;      0.00000;      0.00000;      0.00000;  0.00000
 364;                                                     DiButyl Carbonate;      DWSIM;     542-52-9; 174.2374;  669.100;    2.253348;  300.259;  0.528755;      0.00000;      0.00000;      0.00000;  0.00000
 365;                                                     DiEthyl Carbonate;      DWSIM;     105-58-8; 118.1311;  577.000;    3.420000;  330.668;  0.354400;      0.00000;      0.00000;      0.00000;  0.00000
 366;                                                    DiPhenyl Carbonate;      DWSIM;     102-09-0; 214.2167;  795.103;    2.796493;  358.912;  0.616294;      0.00000;      0.00000;      0.00000;  0.00000
 367;                                                    DiPropylene Glycol;      DWSIM;     110-98-5; 134.1736;  654.000;    3.580000;  323.310;  1.197690;      0.00000;      0.00000;      0.00000;  0.00000
 368;                                                     Diacetone alcohol;      DWSIM;     123-42-2; 116.1580;  606.000;    3.500000;  300.150;  0.768352;      0.00000;      0.00000;      0.00000;  0.00000
 369;                                                  Dichloroacetaldehyde;      DWSIM;      79-02-7; 112.9427;  555.000;    4.950000;  472.564;  0.343679;      0.00000;      0.00000;      0.00000;  0.00000
 370;                                               Dichloroacetyl chloride;      DWSIM;      79-36-7; 147.3877;  585.000;    4.610000;  520.805;  0.308927;      0.00000;      0.00000;      0.00000;  0.00000
 371;                                                     Dicyclopentadiene;      DWSIM;      77-73-6; 132.2023;  660.000;    3.060000;  297.084;  0.288011;      0.00000;      0.00000;      0.00000;  0.00000
 372;                                                     Diethyl disulfide;      DWSIM;     110-81-6; 122.2522;  642.000;    3.870000;  341.487;  0.346925;      0.00000;      0.00000;      0.00000;  0.00000
 373;                                                       Diethyl sulfide;      DWSIM;     352-93-2;  90.1872;  557.000;    3.960000;  283.608;  0.295000;      0.00000;      0.00000;      0.00000;  0.00000
 374;                                                          Diethylamine;      DWSIM;     109-89-7;  73.1368;  496.600;    3.710000;  242.980;  0.303856;      0.00000;      0.00000;      0.00000;  0.00000
 375;                                       Diethylene glycol diethyl ether;      DWSIM;     112-36-7; 162.2270;  624.000;    2.370000;  307.248;  0.680674;      0.00000;      0.00000;      0.00000;  0.00000
 376;                                      Diethylene glycol dimethyl ether;      DWSIM;     111-96-6; 134.1740;  608.000;    2.860000;  317.948;  0.577497;      0.00000;      0.00000;      0.00000;  0.00000
 377;                                                     Diethylene glycol;      DWSIM;     111-46-6; 106.1204;  744.600;    4.600000;  340.130;  0.622105;      0.00000;      0.00000;      0.00000;  0.00000
 378;                                                    Diethylenetriamine;      DWSIM;     111-40-0; 103.1661;  676.000;    4.220000;  242.174;  0.700220;      0.00000;      0.00000;      0.00000;  0.00000
 379;                                                   Diethylethanolamine;      DWSIM;     100-37-8; 117.1894;  616.000;    2.650000;  276.978;  0.781757;      0.00000;      0.00000;      0.00000;  0.00000
 380;                                                     Diisobutyl ketone;      DWSIM;     108-83-8; 142.2386;  620.000;    2.530000;  272.488;  0.511608;      0.00000;      0.00000;      0.00000;  0.00000
 381;                                                    Diisopropanolamine;      DWSIM;     110-97-4; 133.1888;  672.000;    3.600000;  293.367;  1.389140;      0.00000;      0.00000;      0.00000;  0.00000
 382;                                                     Diisopropyl ether;      DWSIM;     108-20-3; 102.1748;  500.050;    2.880000;  264.702;  0.338683;      0.00000;      0.00000;      0.00000;  0.00000
 383;                                                    Diisopropyl ketone;      DWSIM;     565-80-0; 114.1855;  582.000;    3.380000;  274.484;  0.404427;      0.00000;      0.00000;      0.00000;  0.00000
 384;                                                      Diisopropylamine;      DWSIM;     108-18-9; 101.1900;  522.150;    3.200000;  326.419;  0.388315;      0.00000;      0.00000;      0.00000;  0.00000
 385;                                                    Dimethyl disulfide;      DWSIM;     624-92-0;  94.1990;  606.000;    5.360000;  373.806;  0.266353;      0.00000;      0.00000;      0.00000;  0.00000
 386;                                                      Dimethyl sulfide;      DWSIM;      75-18-3;  62.1340;  503.000;    5.530000;  309.125;  0.190000;      0.00000;      0.00000;      0.00000;  0.00000
 387;                                                    Dimethyl sulfoxide;      DWSIM;      67-68-5;  78.1334;  729.000;    5.650000;  344.200;  0.280551;      0.00000;      0.00000;      0.00000;  0.00000
 388;                                                Dimethyl terephthalate;      DWSIM;     120-61-6; 194.1840;  772.000;    2.780000;  367.077;  0.637086;      0.00000;      0.00000;      0.00000;  0.00000
 389;                                                     Dimethylacetylene;      DWSIM;     503-17-3;  54.0904;  473.200;    4.870000;  244.753;  0.238542;      0.00000;      0.00000;      0.00000;  0.00000
 390;                                                  Dimethylethanolamine;      DWSIM;     108-01-0;  89.1362;  571.820;    4.140000;  269.294;  0.710963;      0.00000;      0.00000;      0.00000;  0.00000
 391;                                                      Dimethylmalonate;      DWSIM;     108-59-8; 132.1150;  622.400;    4.074000;  406.508;  0.828946;      0.00000;      0.00000;      0.00000;  0.00000
 392;                                                    Diphenyl disulfide;      DWSIM;     882-33-7; 218.3378;  829.800;    3.569000;  373.866;  0.569717;      0.00000;      0.00000;      0.00000;  0.00000
 393;                                                        Diphenyl ether;      DWSIM;     101-84-8; 170.2070;  767.150;    3.120000;  312.306;  0.438890;      0.00000;      0.00000;      0.00000;  0.00000
 394;                                                             Dodecanal;      DWSIM;     112-54-9; 184.3180;  685.000;    1.860000;  269.077;  0.674965;      0.00000;      0.00000;      0.00000;  0.00000
 395;                                                       Ethane-1,1-diol;      DWSIM;    4433-56-1;  62.0678;  719.000;    8.200000;  324.962;  0.120878;      0.00000;      0.00000;      0.00000;  0.00000
 396;                                                Ethyl Phenyl Carbonate;      DWSIM;    3878-46-4; 166.1739;  717.343;    3.073857;  300.991;  0.515822;      0.00000;      0.00000;      0.00000;  0.00000
 397;                                                         Ethyl acetate;      DWSIM;     141-78-6;  88.1051;  523.200;    3.830000;  308.060;  0.361000;      0.00000;      0.00000;      0.00000;  0.00000
 398;                                                        Ethyl benzoate;      DWSIM;      93-89-0; 150.1750;  698.000;    3.180000;  307.106;  0.477055;      0.00000;      0.00000;      0.00000;  0.00000
 399;                                                        Ethyl chloride;      DWSIM;      75-00-3;  64.5141;  460.300;    5.300000;  324.192;  0.194000;      0.00000;      0.00000;      0.00000;  0.00000
 400;                                                         Ethyl formate;      DWSIM;     109-94-4;  74.0785;  508.500;    4.740000;  323.487;  0.282000;      0.00000;      0.00000;      0.00000;  0.00000
 401;                                                       Ethyl mercaptan;      DWSIM;      75-08-1;  62.1340;  499.000;    5.490000;  300.164;  0.189000;      0.00000;      0.00000;      0.00000;  0.00000
 402;                                                Ethyl methyl disulfide;      DWSIM;   20333-39-5; 108.2256;  628.900;    4.615000;  346.877;  0.301000;      0.00000;      0.00000;      0.00000;  0.00000
 403;                                                Ethyl propyl disulfide;      DWSIM;   30453-31-7; 136.2788;  660.000;    3.612000;  326.808;  0.391000;      0.00000;      0.00000;      0.00000;  0.00000
 404;                                               Ethyl tert-pentyl ether;      DWSIM;     919-94-8; 116.2013;  544.000;    2.740000;  267.129;  0.338192;      0.00000;      0.00000;      0.00000;  0.00000
 405;                                                            Ethylamine;      DWSIM;      75-04-7;  45.0837;  456.400;    5.630000;  247.985;  0.276000;      0.00000;      0.00000;      0.00000;  0.00000
 406;                                            Ethylbenzene hydroperoxide;      DWSIM;    3071-32-7; 138.1640;  737.000;    3.790000;  339.469;  0.812977;      0.00000;      0.00000;      0.00000;  0.00000
 407;                                                      Ethylcyclohexane;      DWSIM;    1678-91-7; 112.2126;  609.150;    3.040000;  260.959;  0.245525;      0.00000;      0.00000;      0.00000;  0.00000
 408;                                                     Ethylcyclopentane;      DWSIM;    1640-89-7;  98.1861;  569.500;    3.397000;  261.829;  0.270000;      0.00000;      0.00000;      0.00000;  0.00000
 409;                                                    Ethylene carbonate;      DWSIM;      96-49-1;  88.0621;  806.000;    6.770000;  456.280;  0.442272;      0.00000;      0.00000;      0.00000;  0.00000
 410;                                                       Ethylenediamine;      DWSIM;     107-15-3;  60.0983;  592.950;    6.290000;  291.739;  0.472367;      0.00000;      0.00000;      0.00000;  0.00000
 411;                                                             Farnesene;      DWSIM;     502-61-4; 204.3500;  742.250;    1.672793;  255.438;  0.530000;      0.00000;      0.00000;      0.00000;  0.00000
 412;                                                          Fluoranthene;      DWSIM;     206-44-0; 202.2506;  905.000;    2.610000;  308.779;  0.587526;      0.00000;      0.00000;      0.00000;  0.00000
 413;                                                              Fluorene;      DWSIM;      86-73-7; 166.2185;  826.000;    3.000000;  317.211;  0.404163;      0.00000;      0.00000;      0.00000;  0.00000
 414;                                                          Formaldehyde;      DWSIM;      50-00-0;  30.0260;  408.000;    6.590000;  261.096;  0.281846;      0.00000;      0.00000;      0.00000;  0.00000
 415;                                                           Formic acid;      DWSIM;      64-18-6;  46.0257;  588.000;    5.810000;  368.206;  0.312521;      0.00000;      0.00000;      0.00000;  0.00000
 416;                                                              Fructose;      DWSIM;      57-48-7; 180.1600; 1041.260;    6.430831;  400.356;  2.670000;      0.00000;      0.00000;      0.00000;  0.00000
 417;                                                              Furfural;      DWSIM;      98-01-1;  96.0841;  670.150;    5.660000;  381.286;  0.367784;      0.00000;      0.00000;      0.00000;  0.00000
 418;                                                               Glucose;      DWSIM;      50-99-7; 180.1600; 1034.020;    6.631370;  391.652;  2.700000;      0.00000;      0.00000;      0.00000;  0.00000
 419;                                                              Glycerol;      DWSIM;      56-81-5;  92.0938;  850.000;    6.660000;  348.840;  1.544133;      0.00000;      0.00000;      0.00000;  0.00000
 420;                                                          Heptadecanal;      DWSIM;     629-90-3; 254.4513;  754.015;    1.305193;  256.132;  0.926868;      0.00000;      0.00000;      0.00000;  0.00000
 421;                                                              Heptanal;      DWSIM;     111-71-7; 114.1855;  603.000;    2.800000;  271.224;  0.488466;      0.00000;      0.00000;      0.00000;  0.00000
 422;                                                   HexaEthylene Glycol;      DWSIM;    2615-15-8; 282.3306;  773.641;    1.746241;  340.934;  0.554173;      0.00000;      0.00000;      0.00000;  0.00000
 423;                                                  HexaPropylene Glycol;      DWSIM;   74388-92-4; 366.4901;  700.841;    1.404698;  433.024;  0.812373;      0.00000;      0.00000;      0.00000;  0.00000
 424;                                                           Hexadecanal;      DWSIM;     629-80-1; 240.4247;  743.894;    1.394291;  256.404;  0.877588;      0.00000;      0.00000;      0.00000;  0.00000
 425;                                                               Hexanal;      DWSIM;      66-25-1; 100.1589;  579.000;    3.110000;  271.433;  0.439121;      0.00000;      0.00000;      0.00000;  0.00000
 426;                                                              Humulene;      DWSIM;    6753-98-6; 204.3500;  828.160;    2.056756;  283.819;  0.410000;      0.00000;      0.00000;      0.00000;  0.00000
