 num;                                                              Material;     source;       CAS ID;  MM_gmol;     Tc/K;      Pc/MPa;  Dc/kgm3;  Acentric; k0_cp0_JmolK; k1_cp0_JmolK; epsilon_kB_K; sigma_nm
 794;                                                       1,5-pentanediol;        TDE;     111-29-5; 104.1490;  731.000;    4.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 795;                                                     1,6-hexanediamine;        TDE;     124-09-4; 116.2070;  685.000;    3.590000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 796;                                                        1,6-hexanediol;        TDE;     629-11-8; 118.1760;  738.533;    3.853000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 797;                                                1,8-diisocyanatooctane;    TDE&DDB;   10124-86-4; 196.2490;  745.100;    0.000000;  276.019;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 798;                                                     1,8-octanediamine;        TDE;     373-44-4; 144.2600;  712.000;    2.800000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 799;                                                        1,8-octanediol;        TDE;     629-41-4; 146.2300;  752.000;    2.700000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 800;                                                     1,9-nonanediamine;        TDE;     646-24-2; 158.2870;  726.000;    2.630000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 801;                                                  1,9-nonanedioic acid;        TDE;     123-99-9; 188.2240;  844.000;    2.720000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 802;                                                        1,9-nonanediol;        TDE;    3937-56-2; 160.2570;  760.000;    2.400000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 803;                      1-(1,1-difluoroethoxy)-1,1,2,2-tetrafluoroethane;        TDE;   50807-77-7; 182.0660;  501.080;    3.090000;  520.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 804;                                               1-amino-2-methylpropane;    TDE&DDB;      78-81-9;  73.1380;  516.650;    4.535000;  263.087;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 805;                                                    1-aminonaphthalene;    TDE&DDB;     134-32-7; 143.1880;  850.000;    5.000000;  326.914;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 806;                                               1-bromo-2-fluorobenzene;        TDE;    1072-85-1; 175.0000;  669.600;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 807;                                               1-bromo-3-fluorobenzene;        TDE;    1073-06-9; 175.0000;  652.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 808;                                    1-bromo-4-(trifluoromethyl)benzene;        TDE;     402-43-7; 225.0080;  629.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 809;                                       1-butanamine, N-butyl-N-methyl-;        DDB;    3405-45-6; 143.2720;    0.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 810;                                                   1-butoxy-2-propanol;        TDE;    5131-66-8; 132.2030;  624.900;    2.739000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 811;                                1-chloro-1,1,2,3,3,3-hexafluoropropane;    TDE&DDB;     359-58-0; 186.4840;  431.450;    0.000000;  584.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 812;                                        1-chloro-2,2,2-trifluoroethane;    TDE&DDB;      75-88-7; 118.4860;  425.010;    4.050000;  520.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 813;                                 1-chloro-2,2,3,3,3-pentafluoropropane;    TDE&DDB;     422-02-6; 168.4940;  443.450;    0.000000;  550.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 814;                                          1-chloro-2,4-difluorobenzene;        TDE;    1435-44-5; 148.5390;  609.600;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 815;                                              1-chloro-2-fluorobenzene;        TDE;     348-51-6; 130.5490;  633.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 816;                                          1-chloro-3,5-difluorobenzene;        TDE;    1435-43-4; 148.5390;  592.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 817;                                              1-chloro-3-fluorobenzene;        TDE;     625-98-9; 130.5490;  615.900;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 818;                                              1-chloro-4-fluorobenzene;        TDE;     352-33-0; 130.5490;  620.100;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 819;                                                       1-chloroheptane;        TDE;     629-06-1; 134.6490;  614.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 820;                                                        1-chlorohexane;        TDE;     544-10-5; 120.6220;  599.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 821;                                                        1-chlorooctane;        TDE;     111-85-3; 148.6760;  643.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 822;                                                       1-chloropentane;        TDE;     543-59-9; 106.5950;  571.200;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 823;                                                       1-chloropropane;        TDE;     540-54-5;  78.5410;  503.303;    4.574000;  296.500;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 824;                                                           1-docosanol;        TDE;     661-19-8; 326.6070;  827.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 825;                                                       1-dodecanethiol;        TDE;     112-55-0; 202.4040;  733.700;    1.810000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 826;                                    1-ethoxy-1,1,2,2-tetrafluoroethane;        DDB;     512-51-6; 146.0850;    0.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 827;                                              1-fluoro-2-methylbenzene;        TDE;      95-52-3; 110.1310;  591.200;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 828;                                                       1-fluoropentane;    TDE&DDB;     592-50-7;  90.1410;  499.000;    3.570310;  284.571;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 829;                                                         1-hexen-5-one;    TDE&DDB;     109-49-9;  98.1450;  593.470;    4.590000;  273.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 830;                                                 1-methoxy-2-propanone;    TDE&DDB;    5878-19-3;  88.1060;  584.000;    4.210000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 831;                                                              1-nonyne;    TDE&DDB;    3452-09-3; 124.2260;  611.000;    2.900000;  242.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 832;                                                 1-phenyl-1-thiaethane;        TDE;     100-68-5; 124.2070;  705.900;    4.050000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 833;                                                        1-phenyldecane;        TDE;     104-72-3; 218.3820;  752.000;    1.720000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 834;                                                       1-phenylethanol;        TDE;      98-85-1; 122.1670;  699.000;    3.770000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 835;                                                     1-phenyltridecane;        TDE;     123-02-4; 260.4630;  790.000;    1.540000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 836;                                                      1-phenylundecane;        TDE;    6742-54-7; 232.4090;  763.000;    1.640000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 837;                                                  1-propoxy-2-propanol;        TDE;    1569-01-3; 118.1760;  605.100;    3.051000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 838;                                         1-tert-butoxy-2-methoxyethane;        TDE;   66728-50-5; 132.2030;  574.400;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 839;                                                2,2,2-trifluoroethanol;    TDE&DDB;      75-89-8; 100.0400;  498.570;    4.825000;  461.437;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 840;                           2,2,3,3,4,4,5,5,5-nonafluoropentyl acrylate;    TDE&DDB;     308-26-9; 304.1120;  553.150;    1.160000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 841;                             2,2,3,3,4,4,5,5-octafluoropentyl acrylate;    TDE&DDB;     376-84-1; 286.1220;  608.150;    2.200000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 842;                         2,2,3,3,4,4,5,5-octafluoropentyl methacrylate;    TDE&DDB;     355-93-1; 300.1490;  623.150;    2.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 843;                                 2,2,3,3,5,5,6-heptafluoro-1,4-dioxane;        TDE;   34118-18-8; 214.0400;  452.880;    2.866000;  597.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 844;                                        2,2,3,3-tetrafluoro-1-propanol;    TDE&DDB;      76-37-9; 132.0580;  557.200;    4.850000;  495.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 845;                                    2,2,3,3-tetrafluoropropyl acrylate;    TDE&DDB;    7383-71-3; 186.1060;  582.150;    3.600000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 846;                                             2,2,3,3-tetramethylhexane;        TDE;   13475-81-5; 142.2850;  623.009;    2.510000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 847;                                                 2,2,3-trimethylhexane;    TDE&DDB;   16747-25-4; 128.2580;  588.000;    2.490000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 848;                                  2,2,4,4,5,5-hexafluoro-1,3-dioxolane;    TDE&DDB;   21297-65-4; 182.0220;  368.070;    2.709000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 849;                                       2,2,4-trimethyl-1,3-pentanediol;    TDE&DDB;     144-19-4; 146.2300;  714.100;    3.110000;  280.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 850;                                                 2,2,4-trimethylhexane;    TDE&DDB;   16747-26-5; 128.2580;  573.700;    2.380000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 851;                                             2,2,5,5-tetramethylhexane;        TDE;    1071-81-4; 142.2850;  581.411;    2.186000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 852;                                                   2,2-diethoxypropane;        TDE;     126-84-1; 132.2030;  510.700;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 853;                            2,2-difluoroethylbis(trifluoromethyl)amine;        TDE;  176674-31-0; 217.0620;  460.200;    2.642000;  579.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 854;                                                  2,2-dimethoxypropane;        TDE;      77-76-9; 104.1490;  509.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 855;                                          2,2-dimethyl-1,3-propanediol;        TDE;     126-30-7; 104.1490;  687.000;    4.200000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 856;                                             2,2-dimethylbutanoic acid;    TDE&DDB;     595-37-9; 116.1600;  655.000;    3.850000;  272.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 857;                                           2,3,4,5,6-pentafluorophenol;    TDE&DDB;     771-61-9; 184.0650;  607.667;    3.900000;  526.352;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 858;                                          2,3,4,5,6-pentafluorotoluene;    TDE&DDB;     771-56-2; 182.0930;  566.520;    3.126000;  476.184;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 859;                              2,3,4,9-tetrahydro-9-methyl-1H-carbazole;    TDE&DDB;    6303-88-4; 185.2690;  854.000;    2.709000;  309.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 860;                             2,3-dichloro-1,1,1,2,3-pentafluoropropane;    TDE&DDB;     422-48-0; 202.9380;  486.050;    0.000000;  586.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 861;                                                  2,3-dihydro-4H-pyran;        TDE;     110-87-2;  84.1180;  561.439;    4.564000;  314.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 862;                                                      2,3-dihydrofuran;    TDE&DDB;    1191-99-7;  70.0910;  525.000;    5.575000;  327.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 863;                                                 2,3-dimethyl-1-butene;        TDE;     563-78-0;  84.1610;  497.700;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 864;                                                2,3-dimethyl-1-pentene;        TDE;    3404-72-6;  98.1880;  533.600;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 865;                                                 2,3-dimethyl-2-butene;        TDE;     563-79-1;  84.1610;  521.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 866;                                                   2,3-dimethylheptane;    TDE&DDB;    3074-71-3; 128.2580;  589.900;    2.400000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 867;                                                  2,3-dimethylpyridine;    TDE&DDB;     583-61-9; 107.1550;  655.321;    4.100000;  301.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 868;                                             2,4,4-trimethyl-1-pentene;    TDE&DDB;     107-39-1; 112.2150;  547.325;    2.730000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 869;                                        2,4,6-trimethyl-1,3,5-trioxane;    TDE&DDB;     123-63-7; 132.1590;  563.182;    4.037000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 870;                                          2,4-difluoro-1-methylbenzene;        TDE;     452-76-6; 128.1210;  581.400;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 871;                                                   2,4-dimethylanisole;        TDE;    6738-23-4; 136.1940;  682.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 872;                                                   2,4-dimethylheptane;    TDE&DDB;    2213-23-2; 128.2580;  576.800;    2.340000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 873;                                                  2,4-dimethylpyridine;    TDE&DDB;     108-47-4; 107.1550;  647.091;    3.950000;  297.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 874;                                                   2,4-dimethylpyrrole;    TDE&DDB;     625-82-1;  95.1440;  653.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 875;                                              2,4-toluene diisocyanate;    TDE&DDB;     584-84-9; 174.1590;  745.200;    0.000000;  415.654;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 876;                                                   2,5-dimethylanisole;        TDE;    1706-11-2; 136.1940;  677.300;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 877;                                                     2,5-dimethylfuran;    TDE&DDB;     625-86-5;  96.1290;  550.000;    4.010000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 878;                                                   2,5-dimethylheptane;    TDE&DDB;    2216-30-0; 128.2580;    0.000;    2.350000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 879;                                                  2,5-dimethylpyridine;    TDE&DDB;     589-93-5; 107.1550;  644.793;    3.850000;  297.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 880;                                                   2,5-dimethylpyrrole;    TDE&DDB;     625-84-3;  95.1440;  662.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 881;                                                   2,6-difluorotoluene;        TDE;     443-84-5; 128.1210;  581.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 882;                                                2,6-dimethylpiperazine;    TDE&DDB;     108-49-6; 114.1910;  661.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 883;                                                  2,6-dimethylpyridine;    TDE&DDB;     108-48-5; 107.1550;  624.393;    3.850000;  288.499;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 884;                                               2,7-dimethylnaphthalene;    TDE&DDB;     582-16-1; 156.2270;  775.000;    3.232000;  277.024;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 885;                                                       2-aminobiphenyl;    TDE&DDB;      90-41-5; 169.2260;  838.000;    3.933000;  285.710;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 886;                                                        2-aminoheptane;        TDE;     123-82-0; 115.2190;  598.000;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 887;                                                    2-aminonaphthalene;    TDE&DDB;      91-59-8; 143.1880;  850.000;    4.930000;  326.914;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 888;                                          2-butenoic acid, ethyl ester;    TDE&DDB;   10544-63-5; 114.1440;  599.150;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 889;                                                       2-butoxyethanol;        TDE;     111-76-2; 118.1760;  633.900;    3.270000;  279.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 890;                                                 2-butoxyethyl acetate;        TDE;     112-07-2; 160.2130;  640.700;    2.694000;  292.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 891;                                       2-butyl-2-ethyl-1,3-propanediol;    TDE&DDB;     115-84-4; 160.2570;  690.000;    2.000000;  290.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 892;                                                 2-carboxybenzaldehyde;        TDE;     119-67-5; 150.1340;  864.000;    4.800000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 893;                                2-chloro-1,1,1,3,3,3-hexafluoropropane;    TDE&DDB;     431-87-8; 186.4840;  431.350;    0.000000;  591.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 894;                    2-chloro-1,1,2-trifluoroethyl difluoromethyl ether;        TDE;   13838-16-9; 184.4930;  474.990;    2.980000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 895;                                         2-chloro-1,1-difluoroethylene;        TDE;     359-10-4;  98.4790;  400.529;    4.461000;  499.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 896;                                          2-chloro-1,4-difluorobenzene;        TDE;    2367-91-1; 148.5390;  612.500;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 897;                                               2-chloro-2-methylbutane;        TDE;     594-36-5; 106.5950;  509.100;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 898;                                             2-chlorophenyl isocyanate;    TDE&DDB;    3320-83-0; 153.5680;  680.900;    0.000000;  459.783;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 899;                                                       2-chloropropane;        TDE;      75-29-6;  78.5410;  483.200;    4.261000;  325.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 900;                                                    2-cyclohexen-1-one;    TDE&DDB;     930-68-7;  96.1290;  685.000;    4.530000;  312.513;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 901;                                                             2-decanol;        TDE;    1120-06-5; 158.2840;  668.543;    0.000000;  245.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 902;                                                            2-decanone;        TDE;     693-54-9; 156.2680;  671.800;    0.000000;  250.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 903;                                                          2-dodecanone;        TDE;    6175-49-1; 184.3220;  702.100;    0.000000;  245.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 904;                                                 2-ethoxyethyl acetate;        TDE;     111-15-9; 132.1590;  608.867;    3.166000;  298.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 905;                                                     2-ethyl-1-hexanol;    TDE&DDB;     104-76-7; 130.2300;  640.579;    2.800000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 906;                                                  2-ethylhexanoic acid;        TDE;     149-57-5; 144.2140;  674.100;    2.778000;  273.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 907;                                                  2-ethylhexyl acetate;    TDE&DDB;     103-09-3; 172.2680;  642.400;    2.090000;  263.300;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 908;                                                 2-ethylhexyl acrylate;    TDE&DDB;     103-11-7; 184.2790;  672.500;    2.080000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 909;                                                    2-ethylnaphthalene;        TDE;     939-27-5; 156.2270;  763.000;    2.790000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 910;                                                         2-ethylphenol;        TDE;      90-00-6; 122.1670;  702.969;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 911;                                                       2-ethylpyridine;    TDE&DDB;     100-71-0; 107.1550;  628.000;    3.810000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 912;                                                       2-fluoropropane;    TDE&DDB;     420-26-8;  62.0870;  406.620;    4.280490;  303.916;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 913;                                                            2-heptanol;        TDE;     543-49-7; 116.2030;  609.810;    3.021000;  263.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 914;                                                             2-hexanol;        TDE;     626-93-7; 102.1770;  585.831;    3.310000;  266.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 915;                                                      2-methoxyethanol;        TDE;     109-86-4;  76.0950;  597.600;    5.285000;  289.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 916;                                               2-methyl-1,3-butanediol;    TDE&DDB;     684-84-4; 104.1490;  747.850;   13.270500;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 917;                                              2-methyl-1,3-propanediol;        TDE;    2163-42-0;  90.1220;  708.000;    5.350000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 918;                                                     2-methyl-1-hexene;        TDE;    6094-02-6;  98.1880;  541.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 919;                                                   2-methyl-1-pentanol;        TDE;     105-30-6; 102.1770;  604.400;    3.450000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 920;                                                    2-methyl-2-heptene;        TDE;     627-97-4; 112.2150;  568.900;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 921;                                                    2-methyl-2-pentene;        TDE;     625-27-4;  84.1610;  509.300;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 922;                                                  2-methyl-3-heptanone;        TDE;   13019-20-0; 128.2140;  614.900;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 923;                                                   2-methyl-3-hexanone;        TDE;    7379-12-6; 114.1880;  593.300;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 924;                                                   2-methyl-3-pentanol;        TDE;     565-67-3; 102.1770;  576.000;    3.460000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 925;                                          2-methyl-3-phenyl-2-propenal;    TDE&DDB;     101-39-3; 146.1890;  764.000;    4.850000;  302.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 926;                                                 2-methylbutyraldehyde;        TDE;      96-17-3;  86.1340;  531.560;    4.037000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 927;                                                2-methylcyclopentanone;        TDE;    1120-72-5;  98.1450;  630.800;    0.000000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 928;                                                         2-methylfuran;        TDE;     534-22-5;  82.1020;  528.022;    4.723000;  333.374;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 929;                                                        2-methylindole;    TDE&DDB;      95-20-5; 131.1770;  810.000;    4.476000;  300.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 930;                                                2-methylpropanoic acid;        TDE;      79-31-2;  88.1060;  607.224;    3.700000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 931;                                                      2-methylpyrazine;    TDE&DDB;     109-08-0;  94.1160;  634.090;    5.006000;  295.313;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 932;                                                      2-methylpyridine;        TDE;     109-06-8;  93.1280;  621.443;    4.599000;  278.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 933;                                                       2-methylpyrrole;    TDE&DDB;     636-41-9;  81.1170;  654.000;    5.080000;  304.952;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 934;                                               2-methyltetrahydrofuran;        TDE;      96-47-9;  86.1340;  537.026;    3.758000;  322.299;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 935;                                                     2-methylthiophene;    TDE&DDB;     554-14-3;  98.1690;  553.075;    4.620000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 936;                                                             2-nonanol;        TDE;     628-99-9; 144.2570;  649.556;    2.530000;  251.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 937;                                                            2-nonanone;        TDE;     821-55-6; 142.2410;  652.200;    2.482000;  254.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 938;                                                          2-norbornene;    TDE&DDB;     498-66-8;  94.1560;  590.000;    4.860000;  303.046;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 939;                                                             2-octanol;        TDE;     123-96-6; 130.2300;  632.830;    2.753000;  251.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 940;                                                            2-octanone;        TDE;     111-13-7; 128.2140;  632.700;    0.000000;  258.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 941;          2-pentene, 1,1,1,2,3,4,5,5,5-nonafluoro-4-(trifluoromethyl)-;        TDE;    2070-70-4; 300.0470;  438.990;    1.972000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 942;                                                      2-phenoxyethanol;    TDE&DDB;     122-99-6; 138.1660;  749.400;    3.860000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 943;                                                       2-phenylethanol;        TDE;      60-12-8; 122.1670;  721.750;    3.920000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 944;                                                   2-phenylnaphthalene;    TDE&DDB;     612-94-2; 204.2710;  860.000;    2.300000;  306.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 945;                                                       2-phenylpropene;    TDE&DDB;      98-83-9; 118.1780;  645.000;    3.550000;  285.731;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 946;                                               2-phenylpropionaldehyde;    TDE&DDB;      93-53-8; 134.1780;  680.000;    2.720000;  307.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 947;                                   2-propanol, 1-(1,1-dimethylethoxy)-;        TDE;   57018-52-7; 132.2030;  600.700;    2.720000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 948;                                                         2-propen-1-ol;        TDE;     107-18-6;  58.0800;  544.026;    5.700000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 949;                       2-propenoic acid, 3-phenyl-, methyl ester, (E)-;    TDE&DDB;    1754-62-7; 162.1880;  762.000;    3.500000;  320.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 950;                                                         2-pyrrolidone;    TDE&DDB;     616-45-5;  85.1060;  789.100;    5.590000;    0.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 951;                                                       2-tetradecanone;        TDE;    2345-27-9; 212.3760;  727.700;    0.000000;  237.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
 952;                                                         2-tridecanone;        TDE;     593-08-8; 198.3490;  717.000;    0.000000;  242.000;  0.000000;      0.00000;      0.00000;      0.00000;  0.00000
