 num;                                                              Material;     source;       CAS ID;  MM_gmol;     Tc/K;      Pc/MPa;  Dc/kgm3;  Acentric; k0_cp0_JmolK; k1_cp0_JmolK; epsilon_kB_K; sigma_nm
 174;                                                       Acetyl chloride;    ChemSep;      75-36-5;  78.4976;  508.000;    5.740000;  400.498;  0.334018;      0.00000;      0.00000;      0.00000;  0.00000
 175;                                                              Acrolein;    ChemSep;     107-02-8;  56.0633;  527.150;    5.066250;  284.585;  0.319832;      0.00000;      0.00000;      0.00000;  0.00000
 176;                                                            Acrylamide;       User;      79-06-1;  71.0800;  592.920;    5.536069;  323.091;  0.430000;      0.00000;      0.00000;      0.00000;  0.00000
 177;                                                          Acrylic acid;    ChemSep;      79-10-7;  72.0627;  654.150;    5.664070;  341.996;  0.220736;      0.00000;      0.00000;      0.00000;  0.00000
 178;                                                         Acrylonitrile;    ChemSep;     107-13-1;  53.0626;  535.000;    4.480000;  250.295;  0.349801;      0.00000;      0.00000;      0.00000;  0.00000
 179;                                                           Adipic acid;    ChemSep;     124-04-9; 146.1412;  809.000;    3.530000;  365.353;  1.050650;      0.00000;      0.00000;      0.00000;  0.00000
 181;                                                               Aniline;    ChemSep;      62-53-3;  93.1265;  699.000;    5.310000;  340.002;  0.380000;      0.00000;      0.00000;      0.00000;  0.00000
 182;                                                               Anisole;    ChemSep;     100-66-3; 108.1378;  642.150;    4.180000;  320.884;  0.350169;      0.00000;      0.00000;      0.00000;  0.00000
 183;                                                        Arachidic acid;       User;     506-30-9; 312.5300;  983.720;    1.123812;  264.856;  1.080000;      0.00000;      0.00000;      0.00000;  0.00000
 185;                                                          Behenic acid;       User;     112-85-6; 340.5800; 1040.030;    0.992002;  264.015;  0.970000;      0.00000;      0.00000;      0.00000;  0.00000
 186;                                                          Benzaldehyde;    ChemSep;     100-52-7; 106.1220;  695.000;    4.650000;  327.537;  0.312737;      0.00000;      0.00000;      0.00000;  0.00000
 188;                                                          Benzoic acid;    ChemSep;      65-85-0; 122.1213;  751.000;    4.470000;  355.004;  0.602794;      0.00000;      0.00000;      0.00000;  0.00000
 189;                                                      Benzoyl peroxide;    ChemSep;      94-36-0; 242.2270;  884.000;    2.570000;  376.714;  0.913587;      0.00000;      0.00000;      0.00000;  0.00000
 190;                                                              Biphenyl;    ChemSep;      92-52-4; 154.2078;  780.000;    3.847270;  313.993;  0.364300;      0.00000;      0.00000;      0.00000;  0.00000
 191;                                                               Bromine;    ChemSep;    7726-95-6; 159.8080;  584.150;   10.300000; 1183.763;  0.128997;      0.00000;      0.00000;      0.00000;  0.00000
 192;                                                          Bromobenzene;    ChemSep;     108-86-1; 157.0079;  670.150;    4.519100;  484.592;  0.250575;      0.00000;      0.00000;      0.00000;  0.00000
 193;                                                 Bromotrifluoromethane;       USER;      75-63-8; 148.9100;  340.063;    3.956000;  763.910;  0.171900;      0.00000;      0.00000;      0.00000;  0.00000
 194;                                                               Butanal;    ChemSep;     123-72-8;  72.1057;  521.150;    4.000000;  274.166;  0.277417;      0.00000;      0.00000;      0.00000;  0.00000
 196;                                                     Butyl vinyl ether;    ChemSep;     111-34-2; 100.1589;  540.500;    3.200000;  261.089;  0.358000;      0.00000;      0.00000;      0.00000;  0.00000
 197;                                                           Capric acid;    ChemSep;     334-48-5; 172.2650;  722.100;    2.280000;  269.585;  0.813724;      0.00000;      0.00000;      0.00000;  0.00000
 198;                                                          Caproic acid;    ChemSep;     142-62-1; 116.1580;  660.200;    3.308000;  284.701;  0.733019;      0.00000;      0.00000;      0.00000;  0.00000
 199;                                                         Caprylic acid;    ChemSep;     124-07-2; 144.2110;  694.260;    2.779000;  275.738;  0.773427;      0.00000;      0.00000;      0.00000;  0.00000
 201;                                                      Carbon disulfide;    ChemSep;      75-15-0;  76.1407;  552.000;    7.900000;  475.879;  0.110697;      0.00000;      0.00000;      0.00000;  0.00000
 203;                                                  Carbon tetrachloride;    ChemSep;      56-23-5; 153.8227;  556.300;    4.557000;  557.329;  0.187000;      0.00000;      0.00000;      0.00000;  0.00000
 205;                                                         Caryophyllene;       User;      87-44-5; 204.3500;  802.340;    2.027229;  283.819;  0.440000;      0.00000;      0.00000;      0.00000;  0.00000
 208;                                                            Chloroform;    ChemSep;      67-66-3; 119.3776;  536.500;    5.500000;  497.407;  0.226000;      0.00000;      0.00000;      0.00000;  0.00000
 209;                                                              Chrysene;    ChemSep;     218-01-9; 228.2879;  979.000;    2.390000;  304.790;  0.603008;      0.00000;      0.00000;      0.00000;  0.00000
 210;                                                        Cinnamaldehyde;       USER;     104-55-2; 132.1600;  708.100;    3.787000;  308.785;  0.459200;      0.00000;      0.00000;      0.00000;  0.00000
 211;                                                         Cinnamic acid;       USER;     621-82-9; 148.1600;  794.160;    4.194740;  339.817;  0.751300;      0.00000;      0.00000;      0.00000;  0.00000
 212;                                           Cis-1,2-Dimethylcyclohexane;    ChemSep;    2207-01-4; 112.2126;  606.150;    2.938430;  243.940;  0.236300;      0.00000;      0.00000;      0.00000;  0.00000
 213;                                          Cis-1,2-dimethylcyclopentane;    ChemSep;    1192-18-3;  98.1861;  565.150;    3.445050;  265.368;  0.269200;      0.00000;      0.00000;      0.00000;  0.00000
 214;                                          Cis-1,3-Dimethylcyclopentane;    ChemSep;    2532-58-3;  98.1861;  551.000;    3.400000;  270.262;  0.276000;      0.00000;      0.00000;      0.00000;  0.00000
 215;                                           Cis-1,3-dimethylcyclohexane;    ChemSep;     638-04-0; 112.2126;  591.150;    2.938430;  249.361;  0.241400;      0.00000;      0.00000;      0.00000;  0.00000
 217;                                                          Cis-2-hexene;    ChemSep;    7688-21-3;  84.1595;  511.400;    3.160000;  243.940;  0.287374;      0.00000;      0.00000;      0.00000;  0.00000
 218;                                                         Cis-2-pentene;    ChemSep;     627-20-3;  70.1329;  475.000;    3.690000;  232.151;  0.253000;      0.00000;      0.00000;      0.00000;  0.00000
 219;                                              Cis-decahydronaphthalene;    ChemSep;     493-01-6; 138.2499;  702.250;    3.242400;  288.021;  0.294204;      0.00000;      0.00000;      0.00000;  0.00000
 220;                                                           Citric acid;       User;      77-92-9; 192.1200; 1058.740;    6.740707;  426.933;  2.700000;      0.00000;      0.00000;      0.00000;  0.00000
 221;                                                  Cumene hydroperoxide;    ChemSep;      80-15-9; 152.1904;  605.000;    3.340000;  328.705;  0.995000;      0.00000;      0.00000;      0.00000;  0.00000
 222;                                                                Cumene;    ChemSep;      98-82-8; 120.1916;  631.000;    3.209000;  276.493;  0.326000;      0.00000;      0.00000;      0.00000;  0.00000
 223;                                                           Cyclobutane;    ChemSep;     287-23-0;  56.1063;  459.930;    4.980000;  267.173;  0.184740;      0.00000;      0.00000;      0.00000;  0.00000
 226;                                                          Cyclohexanol;    ChemSep;     108-93-0; 100.1589;  650.100;    4.260000;  311.053;  0.369047;      0.00000;      0.00000;      0.00000;  0.00000
 227;                                                         Cyclohexanone;    ChemSep;     108-94-1;  98.1430;  653.000;    4.000000;  315.572;  0.299006;      0.00000;      0.00000;      0.00000;  0.00000
 228;                                                           Cyclohexene;    ChemSep;     110-83-8;  82.1436;  560.420;    4.350000;  282.280;  0.212302;      0.00000;      0.00000;      0.00000;  0.00000
 229;                                                           Cyclooctane;     CHEMEO;     292-64-8; 112.2100;  647.271;    3.553000;  273.698;  0.236000;      0.00000;      0.00000;      0.00000;  0.00000
 232;                                                            D-Mannitol;       User;      69-65-8; 182.1700; 1092.900;    6.830130;  396.022; -0.120000;      0.00000;      0.00000;      0.00000;  0.00000
 233;                                                             D-Mannose;       User;    3458-28-4; 180.1600; 1034.260;    6.631370;  391.652;  2.700000;      0.00000;      0.00000;      0.00000;  0.00000
 234;                                                             D-Sucrose;       User;      57-50-1; 342.3000; 1783.020;    4.627701;  438.846;  0.890000;      0.00000;      0.00000;      0.00000;  0.00000
 235;                                                            D-glucitol;       User;      50-70-4; 182.1700; 1093.150;    6.830135;  396.022;  2.620000;      0.00000;      0.00000;      0.00000;  0.00000
 238;                                                               Decanal;    ChemSep;     112-31-2; 156.2650;  657.000;    2.150000;  269.422;  0.582008;      0.00000;      0.00000;      0.00000;  0.00000
 240;                                                            Decylamine;       USER;    2016-57-1; 157.3000;  675.080;    2.222890;  251.680;  0.739500;      0.00000;      0.00000;      0.00000;  0.00000
 242;                                                      Di-n-butyl ether;    ChemSep;     142-96-1; 130.2279;  580.150;    2.380000;  254.849;  0.447646;      0.00000;      0.00000;      0.00000;  0.00000
 243;                                                    Di-sec-butyl ether;    ChemSep;    6863-58-7; 130.2279;  562.000;    2.556000;  267.408;  0.329000;      0.00000;      0.00000;      0.00000;  0.00000
 244;                                               Di-tert-butyl disulfide;    ChemSep;     110-06-5; 178.3585;  689.700;    3.159000;  344.321;  0.402005;      0.00000;      0.00000;      0.00000;  0.00000
 245;                                                     Diacetone alcohol;    ChemSep;     123-42-2; 116.1580;  606.000;    3.500000;  300.150;  0.768352;      0.00000;      0.00000;      0.00000;  0.00000
 246;                                                     Dibutyl Carbonate;    ChemSep;     542-52-9; 174.2374;  669.100;    2.253348;  300.259;  0.528755;      0.00000;      0.00000;      0.00000;  0.00000
 247;                                                     Dicyclopentadiene;    ChemSep;      77-73-6; 132.2023;  660.000;    3.060000;  297.084;  0.288011;      0.00000;      0.00000;      0.00000;  0.00000
 249;                                                     Diethyl Carbonate;    ChemSep;     105-58-8; 118.1311;  577.000;    3.420000;  330.668;  0.354400;      0.00000;      0.00000;      0.00000;  0.00000
 250;                                                     Diethyl disulfide;    ChemSep;     110-81-6; 122.2522;  642.000;    3.870000;  341.487;  0.346925;      0.00000;      0.00000;      0.00000;  0.00000
 252;                                                       Diethyl sulfide;    ChemSep;     352-93-2;  90.1872;  557.000;    3.960000;  283.608;  0.295000;      0.00000;      0.00000;      0.00000;  0.00000
 253;                                                          Diethylamine;    ChemSep;     109-89-7;  73.1368;  496.600;    3.710000;  242.980;  0.303856;      0.00000;      0.00000;      0.00000;  0.00000
 254;                                       Diethylene glycol diethyl ether;    ChemSep;     112-36-7; 162.2270;  624.000;    2.370000;  307.248;  0.680674;      0.00000;      0.00000;      0.00000;  0.00000
 255;                                                     Diethylene glycol;    ChemSep;     111-46-6; 106.1204;  744.600;    4.600000;  340.130;  0.622105;      0.00000;      0.00000;      0.00000;  0.00000
 256;                                                    Diethylenetriamine;    ChemSep;     111-40-0; 103.1661;  676.000;    4.220000;  242.174;  0.700220;      0.00000;      0.00000;      0.00000;  0.00000
 257;                                                               Diglyme;    ChemSep;     111-96-6; 134.1740;  608.000;    2.860000;  317.948;  0.577497;      0.00000;      0.00000;      0.00000;  0.00000
 258;                                                     Diisobutyl ketone;    ChemSep;     108-83-8; 142.2386;  620.000;    2.530000;  272.488;  0.511608;      0.00000;      0.00000;      0.00000;  0.00000
 259;                                                    Diisopropanolamine;    ChemSep;     110-97-4; 133.1888;  672.000;    3.600000;  293.367;  1.389140;      0.00000;      0.00000;      0.00000;  0.00000
 260;                                                     Diisopropyl ether;    ChemSep;     108-20-3; 102.1748;  500.050;    2.880000;  264.702;  0.338683;      0.00000;      0.00000;      0.00000;  0.00000
 261;                                                    Diisopropyl ketone;    ChemSep;     565-80-0; 114.1855;  582.000;    3.380000;  274.484;  0.404427;      0.00000;      0.00000;      0.00000;  0.00000
 262;                                                      Diisopropylamine;    ChemSep;     108-18-9; 101.1900;  522.150;    3.200000; 3264.193;  0.388315;      0.00000;      0.00000;      0.00000;  0.00000
 263;                                                     Dimethyl Malonate;    ChemSep;     108-59-8; 132.1150;  622.400;    4.074000;  406.508;  0.828946;      0.00000;      0.00000;      0.00000;  0.00000
 265;                                                    Dimethyl disulfide;    ChemSep;     624-92-0;  94.1990;  606.000;    5.360000;  373.806;  0.266353;      0.00000;      0.00000;      0.00000;  0.00000
 267;                                                      Dimethyl sulfide;    ChemSep;      75-18-3;  62.1340;  503.000;    5.530000;  309.125;  0.190000;      0.00000;      0.00000;      0.00000;  0.00000
 268;                                                    Dimethyl sulfoxide;    ChemSep;      67-68-5;  78.1334;  729.000;    5.650000;  344.200;  0.280551;      0.00000;      0.00000;      0.00000;  0.00000
 269;                                                Dimethyl terephthalate;    ChemSep;     120-61-6; 194.1840;  772.000;    2.780000;  367.077;  0.637086;      0.00000;      0.00000;      0.00000;  0.00000
 270;                                                     Dimethylacetylene;    ChemSep;     503-17-3;  54.0904;  473.200;    4.870000;  244.753;  0.238542;      0.00000;      0.00000;      0.00000;  0.00000
 271;                                                         Dimethylamine;       USER;     124-40-3;  73.1400;  437.448;    5.324000;  401.868;  0.659000;      0.00000;      0.00000;      0.00000;  0.00000
 272;                                                  Dimethylethanolamine;    ChemSep;     108-01-0;  89.1362;  571.820;    4.140000;  269.294;  0.710963;      0.00000;      0.00000;      0.00000;  0.00000
 273;                                                  Dinitrogen tetroxide;    ChemSep;   10544-72-6;  92.0110;  431.150;   10.031200; 1115.420;  0.853274;      0.00000;      0.00000;      0.00000;  0.00000
 274;                                                    Diphenyl carbonate;    ChemSep;     102-09-0; 214.2167;  795.103;    2.796493;  358.912;  0.616294;      0.00000;      0.00000;      0.00000;  0.00000
 275;                                                    Diphenyl disulfide;    ChemSep;     882-33-7; 218.3378;  829.800;    3.569000;  373.866;  0.569717;      0.00000;      0.00000;      0.00000;  0.00000
 276;                                                        Diphenyl ether;    ChemSep;     101-84-8; 170.2070;  767.150;    3.120000;  312.306;  0.438890;      0.00000;      0.00000;      0.00000;  0.00000
 277;                                                    Dipropyl disulfide;    ChemSep;     629-19-6; 150.3054;  727.150;    3.009350;  290.165;  0.142024;      0.00000;      0.00000;      0.00000;  0.00000
 278;                                                        Dipropyl ether;       USER;     111-43-3; 102.1800;  531.350;    4.139000;  262.000;  0.381100;      0.00000;      0.00000;      0.00000;  0.00000
 279;                                                      Dipropyl sulfide;    ChemSep;     111-47-7; 118.2404;  608.000;    3.080000;  286.991;  0.374042;      0.00000;      0.00000;      0.00000;  0.00000
 280;                                                         Dipropylamine;     CHEMEO;     142-84-7; 101.1900;  555.780;    3.630000;  249.246;  0.471000;      0.00000;      0.00000;      0.00000;  0.00000
 281;                                                    Dipropylene glycol;       USER;   25265-71-8; 134.1700;  705.200;    3.380000;  323.308;  0.634800;      0.00000;      0.00000;      0.00000;  0.00000
 286;                                                             Dodecanal;    ChemSep;     112-54-9; 184.3180;  685.000;    1.860000;  269.077;  0.674965;      0.00000;      0.00000;      0.00000;  0.00000
 288;                                                        Dodecylbenzene;       USER;     123-01-3; 246.4300;  774.000;    1.580000;  251.459;  0.773000;      0.00000;      0.00000;      0.00000;  0.00000
 289;                                                         Dotriacontane;       USER;     544-85-4; 450.8800;  342.800;    0.543300;  246.787;  1.376500;      0.00000;      0.00000;      0.00000;  0.00000
 290;                                                              Eicosane;    ChemSep;     112-95-8; 282.5475;  767.000;    1.160000;  237.435;  0.906500;      0.00000;      0.00000;      0.00000;  0.00000
 294;                                                         Ethyl Formate;    ChemSep;     109-94-4;  74.0785;  508.500;    4.740000;  323.487;  0.282000;      0.00000;      0.00000;      0.00000;  0.00000
 295;                                                       Ethyl Mercaptan;    ChemSep;      75-08-1;  62.1340;  499.000;    5.490000;  300.164;  0.189000;      0.00000;      0.00000;      0.00000;  0.00000
 296;                                                         Ethyl acetate;    ChemSep;     141-78-6;  88.1051;  523.200;    3.830000;  308.060;  0.361000;      0.00000;      0.00000;      0.00000;  0.00000
 297;                                                        Ethyl benzoate;    ChemSep;      93-89-0; 150.1750;  698.000;    3.180000;  307.106;  0.477055;      0.00000;      0.00000;      0.00000;  0.00000
 298;                                                        Ethyl chloride;    ChemSep;      75-00-3;  64.5141;  460.300;    5.300000;  324.192;  0.194000;      0.00000;      0.00000;    300.00000;  0.48980
 299;                                                Ethyl methyl carbonate;    ChemSep;     623-53-0; 104.1045;  566.000;    3.828647;  345.300;  0.370218;      0.00000;      0.00000;      0.00000;  0.00000
 300;                                                Ethyl propyl disulfide;    ChemSep;   30453-31-7; 136.2788;  660.000;    3.612000;  326.808;  0.391000;      0.00000;      0.00000;      0.00000;  0.00000
 301;                                               Ethyl tert-pentyl ether;    ChemSep;     919-94-8; 116.2013;  544.000;    2.740000;  267.129;  0.338192;      0.00000;      0.00000;      0.00000;  0.00000
 303;                                                            Ethylamine;    ChemSep;      75-04-7;  45.0837;  456.400;    5.630000;  247.985;  0.276000;      0.00000;      0.00000;      0.00000;  0.00000
 305;                                                      Ethylcyclohexane;    ChemSep;    1678-91-7; 112.2126;  609.150;    3.040000;  260.959;  0.245525;      0.00000;      0.00000;      0.00000;  0.00000
 306;                                                     Ethylcyclopentane;    ChemSep;    1640-89-7;  98.1861;  569.500;    3.397000;  261.829;  0.270000;      0.00000;      0.00000;      0.00000;  0.00000
 307;                                                    Ethylene carbonate;    ChemSep;      96-49-1;  88.0621;  806.000;    6.770000;  456.280;  0.442272;      0.00000;      0.00000;      0.00000;  0.00000
 311;                                                       Ethylenediamine;    ChemSep;     107-15-3;  60.0983;  592.950;    6.290000;  291.739;  0.472367;      0.00000;      0.00000;      0.00000;  0.00000
 313;                                                             Farnesene;       User;     502-61-4; 204.3500;  742.250;    1.672793;  255.438;  0.530000;      0.00000;      0.00000;      0.00000;  0.00000
 314;                                                          Fluoranthene;    ChemSep;     206-44-0; 202.2506;  905.000;    2.610000;  308.779;  0.587526;      0.00000;      0.00000;      0.00000;  0.00000
 315;                                                              Fluorene;    ChemSep;      86-73-7; 166.2185;  826.000;    3.000000;  317.211;  0.404163;      0.00000;      0.00000;      0.00000;  0.00000
 318;                                                          Formaldehyde;    ChemSep;      50-00-0;  30.0260;  408.000;    6.590000;  261.096;  0.281846;      0.00000;      0.00000;      0.00000;  0.00000
 319;                                                           Formic acid;    ChemSep;      64-18-6;  46.0257;  588.000;    5.810000;  368.206;  0.312521;      0.00000;      0.00000;      0.00000;  0.00000
 320;                                                              Furfural;    ChemSep;      98-01-1;  96.0841;  670.150;    5.660000;  381.286;  0.367784;      0.00000;      0.00000;      0.00000;  0.00000
 321;                                                               Glucose;       User;      50-99-7; 180.1600; 1034.020;    6.631370;  391.652;  2.700000;      0.00000;      0.00000;      0.00000;  0.00000
 322;                                                    Glycerol trioleate;    ChemSep;     122-32-7; 885.4321;  935.300;    0.200200;  155.886;  2.088320;      0.00000;      0.00000;      0.00000;  0.00000
 323;                                                              Glycerol;    ChemSep;      56-81-5;  92.0938;  850.000;    6.660000;  348.840;  1.544133;      0.00000;      0.00000;      0.00000;  0.00000
 326;                                                           Heneicosane;    ChemSep;     629-94-7; 296.5741;  778.000;    1.110000;  241.117;  0.942004;      0.00000;      0.00000;      0.00000;  0.00000
 327;                                                           Heptacosane;    ChemSep;     593-49-7; 380.7336;  826.000;    0.883000;  240.971;  1.213570;      0.00000;      0.00000;      0.00000;  0.00000
 328;                                                          Heptadecanal;    ChemSep;     629-90-3; 254.4513;  754.015;    1.305193;  256.132;  0.926868;      0.00000;      0.00000;      0.00000;  0.00000
 329;                                                           Heptadecane;    ChemSep;     629-78-7; 240.4677;  736.000;    1.340000;  218.012;  0.762000;      0.00000;      0.00000;      0.00000;  0.00000
 330;                                                              Heptanal;    ChemSep;     111-71-7; 114.1855;  603.000;    2.800000;  271.224;  0.488466;      0.00000;      0.00000;      0.00000;  0.00000
 332;                                                        Heptyl acetate;       USER;     112-06-1; 158.2400;  655.290;    2.412300;  280.567;  0.432900;      0.00000;      0.00000;      0.00000;  0.00000
 333;                                                           Heptylamine;       USER;     111-68-2; 115.2200;  610.780;    2.976000;  252.122;  0.523500;      0.00000;      0.00000;      0.00000;  0.00000
 334;                                                            Hexacosane;    ChemSep;     630-01-3; 366.7070;  819.000;    0.910000;  241.255;  1.154440;      0.00000;      0.00000;      0.00000;  0.00000
 335;                                                     Hexacosanoic acid;       User;     506-46-7; 396.6900; 1164.980;    0.789485;  260.980;  0.650000;      0.00000;      0.00000;      0.00000;  0.00000
 336;                                                           Hexadecanal;    ChemSep;     629-80-1; 240.4247;  743.894;    1.394291;  256.404;  0.877588;      0.00000;      0.00000;      0.00000;  0.00000
 338;                                                   Hexaethylene glycol;    ChemSep;    2615-15-8; 282.3306;  773.641;    1.746241;  340.934;  0.554173;      0.00000;      0.00000;      0.00000;  0.00000
 341;                                                               Hexanal;    ChemSep;      66-25-1; 100.1589;  579.000;    3.110000;  271.433;  0.439121;      0.00000;      0.00000;      0.00000;  0.00000
 343;                                                       Hexatriacontane;       USER;     630-06-8; 507.0000;  880.000;    0.526000;  247.196;  1.165000;      0.00000;      0.00000;      0.00000;  0.00000
 344;                                                         Hexyl acetate;    ChemSep;     142-92-7; 144.2114;  623.500;    2.410000;  277.864;  0.461433;      0.00000;      0.00000;      0.00000;  0.00000
 345;                                                       Hexyl mercaptan;    ChemSep;     111-31-9; 118.2404;  622.000;    3.025000;  286.991;  0.369000;      0.00000;      0.00000;      0.00000;  0.00000
 346;                                                              Humulene;       User;    6753-98-6; 204.3500;  828.160;    2.056756;  283.819;  0.410000;      0.00000;      0.00000;      0.00000;  0.00000
 348;                                                      Hydrogen cyanide;    ChemSep;      74-90-8;  27.0253;  456.650;    5.390000;  194.427;  0.409913;      0.00000;      0.00000;      0.00000;  0.00000
 349;                                                       Hydrogen iodide;    ChemSep;   10034-85-2; 127.9124;  423.850;    8.310000; 1049.322;  0.038070;      0.00000;      0.00000;      0.00000;  0.00000
 350;                                                     Hydrogen peroxide;    ChemSep;    7722-84-1;  34.0147;  730.150;   21.700000;  437.770;  0.358233;      0.00000;      0.00000;      0.00000;  0.00000
 353;                                                                Indene;    ChemSep;      95-13-6; 116.1598;  687.000;    3.820000;  315.652;  0.333766;      0.00000;      0.00000;      0.00000;  0.00000
 354;                                                           Iodobenzene;    ChemSep;     591-50-4; 204.0084;  721.150;    4.519100;  581.221;  0.246574;      0.00000;      0.00000;      0.00000;  0.00000
 355;                                                       Isoamyl acetate;       USER;     123-92-2; 130.1900;  592.733;    2.760000;  291.906;  0.687400;      0.00000;      0.00000;      0.00000;  0.00000
 358;                                                      Isobutyl acetate;    ChemSep;     110-19-0; 116.1583;  561.000;    3.160000;  281.255;  0.456000;      0.00000;      0.00000;      0.00000;  0.00000
 359;                                                    Isobutyl mercaptan;    ChemSep;     513-44-0;  90.1872;  557.000;    3.900000;  293.769;  0.250000;      0.00000;      0.00000;      0.00000;  0.00000
 360;                                                       Isobutylbenzene;    ChemSep;     538-93-2; 134.2182;  650.000;    3.050000;  279.621;  0.383000;      0.00000;      0.00000;      0.00000;  0.00000
 364;                                                              Isoprene;    ChemSep;      78-79-5;  68.1170;  484.000;    3.850030;  246.801;  0.158323;      0.00000;      0.00000;      0.00000;  0.00000
 365;                                                           Isopropanol;    ChemSep;      67-63-0;  60.0950;  508.300;    4.762000;  273.159;  0.665000;      0.00000;      0.00000;      0.00000;  0.00000
 366;                                                     Isopropyl acetate;    ChemSep;     108-21-4; 102.1317;  516.150;    3.495640;  296.997;  0.542817;      0.00000;      0.00000;      0.00000;  0.00000
 367;                                                 Isopropyl butyl ether;    ChemSep;    1860-27-1; 116.2013;  549.000;    2.740000;  267.129;  0.403229;      0.00000;      0.00000;      0.00000;  0.00000
 368;                                                   Isopropyl mercaptan;    ChemSep;      75-33-2;  76.1606;  517.300;    4.750000;  299.845;  0.213810;      0.00000;      0.00000;      0.00000;  0.00000
 369;                                                        Isopropylamine;    ChemSep;      75-31-0;  59.1103;  471.850;    4.540000;  267.467;  0.275913;      0.00000;      0.00000;      0.00000;  0.00000
 370;                                                 Isopropylcyclopentane;    ChemSep;    3875-51-2; 112.2126;  601.000;    3.000000;  265.907;  0.302996;      0.00000;      0.00000;      0.00000;  0.00000
 371;                                                                Ketene;    ChemSep;     463-51-4;  42.0367;  370.000;    5.810000;  291.921;  0.125656;      0.00000;      0.00000;      0.00000;  0.00000
 373;                                                         L-Lactic acid;       User;      79-33-4;  90.0800;  678.180;    6.389772;  375.333;  1.320000;      0.00000;      0.00000;      0.00000;  0.00000
 374;                                                       L-ascorbic acid;       User;      50-81-7; 176.1200; 1015.620;    6.875517;  440.300;  2.600000;      0.00000;      0.00000;      0.00000;  0.00000
 375;                                                          L-malic acid;       User;      97-67-6; 134.0900;  849.400;    7.037971;  419.031;  2.220000;      0.00000;      0.00000;      0.00000;  0.00000
 376;                                                               Lactose;       User;      63-42-3; 342.3000; 1784.100;    4.311220;  438.846;  0.840000;      0.00000;      0.00000;      0.00000;  0.00000
 377;                                                           Lauric acid;    ChemSep;     143-07-7; 200.3180;  743.000;    1.930000;  261.171;  0.898280;      0.00000;      0.00000;      0.00000;  0.00000
 378;                                                              Levulose;       User;      57-48-7; 180.1600; 1041.260;    6.430831;  400.356;  2.670000;      0.00000;      0.00000;      0.00000;  0.00000
 379;                                                       Lignoceric acid;       User;     557-59-5; 368.6400; 1100.220;    0.882092;  263.314;  0.820000;      0.00000;      0.00000;      0.00000;  0.00000
 380;                                                              Limonene;       User;     138-86-3; 136.2300;  657.450;    2.755561;  272.460;  0.320000;      0.00000;      0.00000;      0.00000;  0.00000
 381;                                                         Linoleic acid;    ChemSep;      60-33-3; 280.4450;  775.000;    1.410000;  283.278;  1.180100;      0.00000;      0.00000;      0.00000;  0.00000
 382;                                                        Linolenic acid;    ChemSep;     463-40-1; 278.4300;  812.150;    1.440000;  283.534;  1.186970;      0.00000;      0.00000;      0.00000;  0.00000
 383;                                                        M-Nitrotoluene;    ChemSep;      99-08-1; 137.1360;  734.000;    3.800000;  310.966;  0.491987;      0.00000;      0.00000;      0.00000;  0.00000
 385;                                                              M-cresol;    ChemSep;     108-39-4; 108.1378;  705.700;    4.560000;  346.596;  0.452000;      0.00000;      0.00000;      0.00000;  0.00000
 386;                                                              M-cymene;    ChemSep;     535-77-3; 134.2182;  666.250;    2.810000;  280.791;  0.342000;      0.00000;      0.00000;      0.00000;  0.00000
 387;                                                        M-ethyltoluene;    ChemSep;     620-14-4; 120.1916;  637.150;    2.840000;  245.289;  0.323200;      0.00000;      0.00000;      0.00000;  0.00000
 388;                                                           Maleic acid;    ChemSep;     110-16-7; 116.0722;  773.000;    4.990000;  390.815;  0.997587;      0.00000;      0.00000;      0.00000;  0.00000
 389;                                                          Malonic acid;    ChemSep;     141-82-2; 104.0610;  805.000;    5.640000;  403.337;  0.941804;      0.00000;      0.00000;      0.00000;  0.00000
 390;                                                               Maltose;       User;      69-79-4; 342.3000; 1784.100;    4.311220;  438.846;  0.840000;      0.00000;      0.00000;      0.00000;  0.00000
 391;                                                           Maltotriose;       USER;    1109-28-0; 504.4400; 1564.560;    0.614200;  289.990;  0.850800;      0.00000;      0.00000;      0.00000;  0.00000
 392;                                                               Mercury;    ChemSep;    7439-97-6; 200.5900; 1735.000;  160.803000; 3560.000; -0.164450;      0.00000;      0.00000;      0.00000;  0.00000
 393;                                                               Mesitol;    ChemSep;     527-60-6; 136.1910;  735.525;    3.768649;  322.353;  0.359154;      0.00000;      0.00000;      0.00000;  0.00000
 394;                                                         Mesityl oxide;    ChemSep;     141-79-7;  98.1430;  600.000;    3.410000;  276.459;  0.325354;      0.00000;      0.00000;      0.00000;  0.00000
 395;                                                            Mesitylene;    ChemSep;     108-67-8; 120.1916;  637.300;    3.127000;  279.515;  0.399000;      0.00000;      0.00000;      0.00000;  0.00000
 396;                                                      Methacrylic acid;    ChemSep;      79-41-4;  86.0892;  643.000;    4.700000;  318.849;  0.331817;      0.00000;      0.00000;      0.00000;  0.00000
 397;                                                     Methacrylonitrile;    ChemSep;     126-98-7;  67.0892;  554.000;    3.880000;  253.167;  0.301271;      0.00000;      0.00000;      0.00000;  0.00000
 401;                                                        Methyl Caprate;    ChemSep;     110-42-9; 186.2910;  681.000;    1.890000;  260.912;  0.549138;      0.00000;      0.00000;      0.00000;  0.00000
